Atrichoblast/Lateral root cap,Atrichoblast,Columella,Cortex,Epidermis,Lateral root cap/Columella,Lateral root cap,Pericycle,Phloem,Protoxylem/Cortex,Quiescent center,Root endodermis,Stele,Stem cell niche,Trichoblast,Xylem pole pericycle,Xylem
0,0,0,0.014456493,0,0,0,0,0.000582768,0,0,0.16850339,0.00510574,0,0,0,0
0.004333333,0.005717537,0.00259893,0.047531459,0,0,0.000771726,0.006241632,0.002713203,0,0,0.006857627,0.005420443,0,0,0,0
0.007626911,0.032406961,0,0.011204819,0.018727273,0,0.009909091,0.025019874,0.007111687,0.023505208,0.036146341,0.237027119,0.018783484,0.005970732,0.07209596,0,0
0.045189602,0.039149933,0.004653743,0.004088353,0.009967532,0.010610526,0.019249099,0.027735356,0.012976865,0.011895833,0.012691057,0.006508475,0.019913897,0.039356098,0,0.024645963,0.003158915
0.13341896,0.075499331,0.042486631,0.017848728,0.009279221,0.018984211,0.114518222,0.080922594,0.047278022,0.065833333,0.148154472,0.019942373,0.054348943,0.060917073,0.021444444,0.037801242,0.037116279
0.050883792,0.034562249,0.009417112,0.011655957,0,0,0.01917461,0.010164226,0.006258875,0.0485,0.060365854,0.02229661,0.025164653,0.010146341,0,0.033495342,0.022674419
0,0.009273092,0,0.081364123,0.182928571,0,0.004740489,0.01815795,0.033560032,0.047151042,0,0.493620339,0.113120342,0.019912195,0.010252525,0.023484472,0.017383721
0.175146789,0.090121821,0.087386364,0.129539491,0.023194805,0.088773684,0.172475771,0.199109833,0.117964499,0.145682292,0.149747967,0.230225424,0.14977291,0.080760976,0.210590909,0.029596273,0.088713178
0.163119266,0.199594378,0.14522861,0.275886212,0.072298701,0.114173684,0.223652383,0.20384205,0.155731951,0.102484375,0.241577236,0.118074576,0.150989426,0.140004878,0.220631313,0.097580745,0.049496124
0.637051988,0.018144578,3.034514706,0.009364123,0.036597403,4.218831579,1.248903484,0.002536611,0.006840048,0.009098958,0.02,0.025183051,0.008544814,0.18015122,0.051934343,0.001801242,0.090275194
0.010351682,0.00478581,0.005092246,0.032937082,0,0,0.004332399,0.069361925,0.032942162,0.010223958,0.043455285,0.037942373,0.048487915,0.008326829,0,0.051340062,0
0.005813456,0.00511245,0,0.016331995,0,0,0.005842611,0.006564854,0.0048572,0.006822917,0.009130081,0,0.012066465,0,0,0.025127329,0
0.205868502,0.163696118,0.100080214,0.065222222,0.014097403,0.054378947,0.099089307,0.027848326,0.086163941,0.152,0.247894309,0.134561017,0.377470292,0.156521951,0.009292929,0.106914596,0.162922481
0.06729052,0.183200803,0.15473262,0.232708166,0.417376623,0.111836842,0.108604726,0.15701569,0.070198644,0.090661458,0.129479675,0.181616949,0.136890735,0.088912195,0.584277778,0.193586957,0.022100775
0,0.039191432,0,0.003149933,0,0,0.000704846,0.098141213,0.032733945,0.019984375,0,0.003133898,0.134089627,0.024712195,0,0.184378882,0
0.080409786,0.05102008,0.037802139,0.021208835,0.084461039,0.012857895,0.049727273,0.02082636,0.016123255,0.00484375,0.120560976,0.04820339,0.020389728,0.072585366,0.09980303,0.009686335,0.040875969
1.047278287,1.636508701,0.093641711,0.070908969,0.062311688,0.048468421,0.824457349,0.549779289,0.238684085,0.29778125,0.711780488,0.146364407,0.620792044,1.55624878,0.203292929,0.613285714,0.156895349
0.008932722,0.067116466,0.002372995,0.005634538,0,0,0.018959952,0.021246862,0.00843917,0.012791667,0.062195122,0.005394915,0.019891239,0.039346341,0,0.015464286,0
0.037844037,0.092113788,0.026061497,0.063995984,0.086974026,0,0.055629555,0.040708159,0.02738572,0.036598958,0.139560976,0.028076271,0.084980363,0.035658537,0.117994949,0.112771739,0.005329457
0,0.001392236,0.006243316,0.007374833,0,0,0.000714057,0.002732218,0.030510969,0.007208333,0,0,0.000900806,0,0.870545455,0,0
0.036571865,0.025578313,0.057402406,0.08567336,0.041603896,0.051994737,0.05990869,0.113278243,0.06846789,0.088151042,0.036552846,0.106735593,0.027126888,0.053,0.058444444,0.0235,0.067465116
0,0.003278447,0,0,0,0,0.009909892,0,0.002822896,0,0.015756098,0.004577966,0.001860524,0.007034146,0,0,0
0.087024465,0.063349398,0.051530749,0.177170013,0.13361039,0.047694737,0.034712054,0.051502092,0.027263662,0.038416667,0.12203252,0.081128814,0.069988419,0.079946341,0.145207071,0.136043478,0.018577519
0.013116208,0.025222222,0.005300802,0.009410977,0,0,0.02021666,0.021716527,0.02009653,0.037010417,0.054195122,0.012501695,0.0075,0.0248,0.025429293,0.010473602,0
0.08533945,0.068266399,0.100331551,0.056963855,0.035733766,0.060294737,0.126661193,0.083715481,0.048671719,0.077484375,0.202845528,0.065055932,0.058177241,0.048482927,0.06120202,0.063203416,0.050054264
0.117406728,0.188136546,0.097292781,0.247005355,0.424298701,0.153526316,0.140530236,0.163469665,0.122666135,0.14946875,0.114178862,0.18620339,0.114562941,0.088165854,0.36260101,0.095263975,0.207356589
0.062629969,0.102159304,0.011586898,0.019848728,0.010084416,0,0.031334802,0.099878661,0.060769446,0.066520833,0.137081301,0.035630508,0.037986908,0.086453659,0,0.020127329,0
0.573902141,0.366042838,0.680867647,0.579421687,0.498051948,0.2523,0.624336003,0.513012552,0.402722776,0.551005208,0.730308943,0.459574576,0.180112286,0.404873171,0.480237374,0.196763975,0.162914729
0.149327217,0.115659973,0.07388369,0.053365462,0.075753247,0.065731579,0.127310372,0.191417364,0.1354284,0.156953125,0.118512195,0.118618644,0.094691339,0.139668293,0.079479798,0.07097205,0.12701938
0.26829052,0.198740295,0.144385027,0.171384203,0.041584416,0.159557895,0.205114137,0.277195607,0.181513363,0.1974375,0.296,0.238710169,0.179476334,0.255897561,0.136722222,0.220490683,0.123531008
1.880923547,0.745057564,1.657318182,1.530791165,0.947649351,1.126994737,1.876599519,2.287177824,2.043565217,2.218375,1.821219512,1.677233898,1.181672205,1.007121951,0.871050505,1.054399068,1.498015504
0.139024465,0.47686747,0.015661765,0.167396252,0.055214286,0.016573684,0.174796556,0.097,0.055744316,0.109234375,0.221,0.161291525,0.376367069,0.521595122,0.153782828,0.430486025,0.194352713
0.03382263,0.023712182,0.020604278,0.029645248,0.014331169,0.007521053,0.041549059,0.016771967,0.013512964,0.022265625,0.039073171,0.024315254,0.023371098,0.027570732,0.047969697,0.020467391,0.064790698
0.063975535,0.031080321,0.008252674,0.004872825,0.023720779,0.024852632,0.030886264,0.014854603,0.009083367,0.026755208,0.021154472,0.01470339,0.020927492,0.021453659,0.02710101,0.017490683,0
0,0.005013387,0,0.014601071,0.027584416,0.007331579,0,0.011087866,0.008885919,0,0,0.009125424,0.018617321,0.011941463,0,0.019150621,0
0.09711315,0.069433735,0.067926471,0.052056225,0.029285714,0.028647368,0.102147777,0.062805439,0.045652972,0.01834375,0.101349593,0.039552542,0.039125881,0.098346341,0.008085859,0.032718944,0.00677907
0.003107034,0.005331995,0,0.001935743,0,0,0.015128154,0.004162134,0.005018748,0.00484375,0,0,0.009362538,0.027853659,0,0.004177019,0
0.029776758,0.029141901,0.054784759,0.026682731,0.026123377,0.010178947,0.026777333,0.058186192,0.042982848,0.03509375,0.06099187,0.045091525,0.033984894,0.010702439,0.029787879,0.049703416,0.014174419
0.197902141,0.147789826,0.051086898,0.038678715,0.017941558,0.052026316,0.116004005,0.117374477,0.074684882,0.0511875,0.189650407,0.077298305,0.069200906,0.131078049,0.030318182,0.082680124,0.012767442
0.262535168,0.039499331,0.205557487,0.170131191,0.019012987,0.2316,0.250002002,0.002558577,0.005660152,0.378421875,0.372105691,0.017050847,0.006137462,0.088570732,0.06639899,0,0.24844186
0,0,0.013815508,0.01011245,0,0,0.000552663,0.012193515,0.021103311,0.003833333,0.046829268,0.003922034,0.022903323,0.010770732,0,0.011568323,0
0.153620795,0.078990629,0.174512032,0.162460509,0.11274026,0.158457895,0.163658791,0.17616841,0.148635022,0.193458333,0.335357724,0.102330508,0.021963243,0.038658537,0.071984848,0.014535714,0.020844961
0,0.007892905,0.002979947,0.002218206,0,0,0.003078895,0.012382845,0.010241723,0,0.012747967,0.010344068,0.002321249,0,0,0.004970497,0
0.002804281,0.006694779,0,0.037212851,0,0,0.000793753,0.008109833,0.000652174,0,0,0,0.01932427,0.005429268,0,0.047891304,0
0.034437309,0.040697456,0.01265508,0.015767068,0.0195,0.010915789,0.026887465,0.049087866,0.027230953,0.039354167,0.070422764,0.030891525,0.039540282,0.063058537,0.035989899,0.065442547,0.015488372
0.025253823,0.017771084,0.214081551,0.002614458,0,0,0.042378855,0.001141213,0,0.012416667,0.045308943,0,0,0,0,0,0
0,0.035157965,0,0.012099063,0,0,0.006647978,0.010317992,0.007109693,0,0,0.002162712,0.011723061,0.033785366,0,0.022375776,0
0,0.010722892,0.046959893,0.057188755,0,0,0.008857028,0.023238494,0.010488233,0.010260417,0,0.016922034,0.00635146,0.009770732,0.006015152,0,0
0,0,0,0.010998661,0,0,0.005755707,0.016714435,0.011348624,0.019921875,0,0.004962712,0.009768379,0,0.017358586,0.003557453,0.005903101
0.027122324,0.015369478,0.009100267,0.001934404,0,0,0.020887064,0,0.000591145,0,0,0.003132203,0,0.010790244,0.021742424,0,0.016379845
0.02840367,0.034032129,0.042381016,0.023555556,0.049318182,0.021910526,0.025384862,0.03226569,0.015566015,0.014317708,0.129455285,0.011076271,0.000843404,0.004473171,0.030035354,0.003666149,0
0.642440367,0.155536814,1.980105615,1.412977242,0.938896104,1.729636842,0.654038446,1.325694561,1.068608696,0.8540625,0.460699187,0.62560678,0.160598691,0.08915122,0.206106061,0.07748913,0.178937984
0.377966361,0.417961178,0.446080214,0.60197992,0.834779221,0.248057895,0.37731678,0.642462343,0.628744715,0.488604167,0.640252033,0.831223729,0.498218026,0.426180488,0.852762626,0.293795031,0.478868217
0.233097859,0.075710843,0.113830214,0.126394913,0.129824675,0.114578947,0.185944333,0.313716527,0.17925369,0.256078125,0.400097561,0.182108475,0.092424471,0.064726829,0.176025253,0.055032609,0.115372093
0.015296636,0.03686747,0.005441176,0.013752343,0,0,0.017282339,0.031910042,0.026230156,0.040963542,0,0.019071186,0.019623364,0.024326829,0.025989899,0.019032609,0.018031008
0.071553517,0.047674699,0.015795455,0.015398929,0.01562987,0.034294737,0.068597117,0.034339958,0.019505385,0.01625,0.108455285,0.013184746,0.058087613,0.035673171,0.013257576,0.048551242,0.110135659
0.348220183,0.073131191,0.12677139,0.046749665,0,0.040563158,0.279759712,0.080160042,0.080266853,0.046911458,0.299130081,0.092347458,0.043177744,0.120390244,0.031489899,0.018909938,0.010193798
0.013073394,0.015795181,0,0.003788487,0,0,0.005311574,0.008158996,0.004382529,0,0,0.00730678,0.016197885,0.009029268,0,0.011450311,0.006166667
0.496152905,0.165637216,0.62121123,0.789961178,0.222584416,0.497310526,0.513462155,0.716126569,0.647690866,1.061088542,0.509560976,0.586683051,0.193731118,0.166619512,0.271565657,0.064756211,0.274015504
0.510143731,0.178738956,0.508319519,0.314269076,0.411025974,0.463773684,0.465175811,0.492787657,0.443404866,0.488338542,0.342357724,0.276891525,0.16448288,0.182004878,0.197419192,0.164346273,0.117968992
0.160718654,0.074904953,0.108822193,0.457641232,0.057357143,0.013894737,0.150458951,0.401851464,0.542901077,0.331526042,0.321666667,0.300042373,0.636537764,0.145565854,0.043873737,0.102024845,0.05629845
0.059672783,0.095413655,0.014398396,0.079258367,0.044435065,0,0.049506608,0.03725523,0.042487435,0.042390625,0.176682927,0.030205085,0.076975831,0.11115122,0.046646465,0.07431677,0.069251938
0.050529052,0.186254351,0,0.002871486,0,0,0.049729676,0.025932008,0.006141205,0.013010417,0,0.009489831,0.073274421,0.075702439,0.011616162,0.123678571,0.043953488
0.029504587,0.006302544,0.005580214,0.054148594,0,0,0.009305967,0.036648536,0.014725568,0.005609375,0.014170732,0.006383051,0.016102216,0.040868293,0,0.014982919,0.016937984
0.148629969,0.050456493,0.172121658,0.099748327,0.077577922,0.152484211,0.094355226,0.012742678,0.007333865,0.034817708,0.009910569,0.030038983,0.001339879,0.007053659,0.223333333,0,0
0.140165138,0.115013387,0.033147059,0.09084739,0.037772727,0.017026316,0.124120545,0.048731172,0.045990427,0.059645833,0.105162602,0.117718644,0.073847432,0.155482927,0.055767677,0.06313354,0.021251938
0.003963303,0.061447122,0.005052139,0.016172691,0.013766234,0,0.005394874,0.086509414,0.028569206,0.024932292,0,0.042361017,0.248500504,0.08095122,0,0.380453416,0
0,0.01284739,0,0.10689826,0,0,0,0.005833682,0.002267252,0.004447917,0,0.020842373,0.042969285,0,0,0.121242236,0
0.025097859,0.044337349,0.004914439,0.013492637,0,0,0.020479375,0.032493724,0.009242122,0.00484375,0.011780488,0.0133,0.020907855,0.02902439,0,0.026937888,0.004344961
0.018195719,0.012725569,0.030485294,0.09521419,0.012045455,0.067047368,0.023851822,0.055854603,0.054549661,0.130322917,0.04699187,0.078688136,0.031671702,0.009307317,0.066631313,0.024402174,0.046868217
0.084244648,0.081994645,0.014033422,0.016484605,0.005038961,0.011136842,0.061761314,0.024839958,0.019956123,0.010708333,0.04696748,0.016342373,0.032198389,0.112736585,0.018348485,0.063984472,0.013945736
0.094590214,0.002271754,0.093919786,0.003049531,0,0.586405263,0.070400481,0.000793933,0.007708815,0.031234375,0.157260163,0.005632203,0.00266717,0,0.794666667,0.00235559,1.356678295
0.017733945,0.012593039,0,0,0,0,0.008330797,0.001304393,0.013020343,0.016989583,0.117731707,0.003727119,0.030968781,0.173370732,0,0.01296118,0.004364341
0.006382263,0.002271754,0.009695187,0.023452477,0,0,0.004412495,0.147529289,0.13688911,0.111119792,0.01099187,0.027208475,0.016748741,0,0,0.003068323,0.020046512
0,0.10537751,0,0,0,0,0.001315178,0.036119247,0.017593139,0.126973958,0,0.00209661,0.058194864,0,0,0.00671118,0.190096899
0.004544343,0.053712182,0.003363636,0.382199465,0.015311688,0.047726316,0.001664397,0.17151569,0.056535301,0.00409375,0.02201626,0.108462712,0.26160423,0.157687805,0,0.44136646,0.029554264
0.033428135,0.006872825,0.156967914,0.159950469,0.015090909,0.0199,0.056394073,1.193916318,0.761658955,1.143828125,0.027626016,0.179952542,0.015028197,0.024156098,0.00660101,0.005406832,0.191387597
0.036993884,0.025954485,0.00230615,0.006374833,0,0.012889474,0.025560272,0.024462343,0.023159952,0.008848958,0.045674797,0.008272881,0.020091641,0.05355122,0.025979798,0.036675466,0.023031008
0.022229358,0.014508701,0.013602941,0.010900937,0.012279221,0,0.006010012,0.014453975,0.006871959,0,0.035886179,0.009976271,0.014664149,0.007707317,0.003974747,0.018234472,0.020883721
0.057853211,0.097153949,0.16826738,0.224844712,0.254019481,0.227,0.109358831,0.169695607,0.12759992,0.150546875,0.033300813,0.306369492,0.342805136,0.081009756,0.170621212,0.342395963,0.088744186
0,0.012096386,0,0.004713521,0,0.007731579,0.000376051,0.003232218,0.001339051,0,0,0.002142373,0.008207452,0.00535122,0.007242424,0.002399068,0
0.020385321,0.026526104,0.009632353,0.088586345,0,0.010289474,0.037138566,0.08616318,0.060641005,0.060484375,0.152341463,0.14879661,0.037021652,0.041629268,0,0.03009472,0.010329457
0.03524159,0.064436412,0.002082888,0.002803213,0,0.011089474,0.022906688,0.016914226,0.005636617,0,0.012747967,0.004905085,0.026743706,0.06064878,0,0.021237578,0.017108527
0.092434251,0.103712182,0.026629679,0.027607764,0,0.009631579,0.040621145,0.162052301,0.07889988,0.126651042,0.140821138,0.05519661,0.073576536,0.121102439,0.007949495,0.054576087,0.00879845
0.00793578,0.038362784,0.002717914,0.005894244,0,0,0.006038046,0.01150523,0.008936578,0.012520833,0.022211382,0.014457627,0.038292548,0.024439024,0.008,0.055625776,0.016065891
0.069565749,0.039184739,0.16044385,0.034274431,0.02374026,0.083347368,0.072267521,0.007924686,0.017118867,0.035588542,0.066382114,0.053708475,0.079590634,0.03004878,0.01230303,0.013614907,0.010748062
0.019415902,0.014876841,0.002510695,0.001615797,0,0.009910526,0.007301161,0.005333682,0.002966494,0,0,0.006944068,0.01093857,0.029112195,0.017212121,0.030537267,0
0.014770642,0.017888889,0.003165775,0.007649264,0.01562987,0,0.012672807,0.02608682,0.01944994,0.03665625,0,0.007379661,0.021814199,0.025039024,0,0.016138199,0.010794574
0.005770642,0.017299866,0.005572193,0.0751834,0,0,0.009201041,0.005560669,0.004252493,0.0400625,0.165934959,0.025159322,0.009994461,0,0.038954545,0,0.028531008
0.290293578,0.009318608,0.657846257,0.021160643,0.05661039,0.895189474,0.250851021,0.041693515,0.019357,0.056296875,0.012747967,0.021518644,0.001562941,0.005873171,0.031494949,0.003569876,0.041217054
0,0,0.002557487,0.012232932,0,0,0.006686424,0.034406904,0.033791384,0.031989583,0.010138211,0.017872881,0.014963746,0,0.012030303,0.015031056,0
0.158504587,0.120203481,0.138141711,0.073710843,0.163344156,0.326852632,0.235676412,0.023185146,0.016313921,0.064213542,0.048780488,0.149849153,0.056467271,0.186980488,0.138146465,0.032099379,1.79874031
0.508168196,0.567255689,0.327187166,1.452261044,1.876123377,0.800952632,0.527735683,0.28465795,0.434646988,0.509770833,0.290731707,0.815242373,0.756347936,0.5146,1.272540404,0.603934783,1.970767442
0.084253823,0.066593039,0.03777139,0.037299866,0.020441558,0.013489474,0.090044854,0.020618201,0.018926207,0.02371875,0.109235772,0.061245763,0.071317221,0.089580488,0.10069697,0.065638199,0.145821705
0,0.004846051,0.002930481,0.028842035,0,0,0.004354826,0.304251046,0.136469884,0.072645833,0,0.042118644,0.081523666,0,0.00539899,0.031324534,0.007228682
0.008357798,0.019950469,0,0,0,0,0.006693232,0,0.000849621,0.00578125,0,0,0.004367573,0.006756098,0,0.005976708,0
0.065256881,0.044323963,0.036572193,0.026975904,0.03612987,0,0.046894674,0.037194561,0.024780215,0.028109375,0.160650407,0.037108475,0.04707855,0.037882927,0.026237374,0.073613354,0.027775194
1.209409786,1.90748996,0.178762032,0.254323963,0.089831169,0.097510526,0.96882499,0.774491632,0.360335461,0.411302083,0.664878049,0.383845763,0.997289527,1.727760976,0.774318182,1.134385093,0.284189922
0.040960245,0.086752343,0.00301738,0.01210174,0,0,0.035722867,0.031254184,0.01968568,0.029223958,0.057609756,0.014049153,0.060636455,0.138941463,0.023257576,0.050225155,0.015437984
1.219712538,0.413107095,1.61353877,0.941447122,0.24387013,1.384715789,1.303696436,2.417138075,1.971116873,2.011645833,1.409430894,1.573061017,0.61395569,0.395380488,0.217580808,0.089830745,0.694608527
0.160198777,0.106100402,0.167167112,0.12003079,0.034863636,0.103852632,0.16435843,0.189698745,0.137388911,0.088348958,0.180585366,0.148122034,0.082070493,0.116795122,0.106419192,0.066023292,0.103244186
0.035957187,0.002917001,0,0.014273092,0,0,0.031986384,0,0.001595533,0.011046875,0,0,0.001496979,0.006273171,0,0,0
0.227360856,0.340998661,0.055647059,0.241409639,0.128181818,0.033521053,0.210474169,0.141259414,0.095565217,0.068442708,0.224886179,0.174154237,0.214426989,0.2822,0.474979798,0.221049689,0.154573643
1.427568807,1.932492637,0.70572861,1.756356091,2.415136364,0.317721053,1.267011213,1.731192469,1.743299162,1.307427083,1.903487805,2.082205085,1.818163142,2.156756098,2.906070707,2.32813354,1.055895349
0.054006116,0.156372155,0.017581551,0.446456493,0.028149351,0.028589474,0.036746496,0.163403766,0.072398484,0.031880208,0.131292683,0.227813559,0.290409366,0.113390244,0.008,0.80559472,0.035585271
0.02204893,0.057386881,0.014506684,0.201554217,0.042616883,0,0.016703244,0.17459728,0.071321101,0.194869792,0.028691057,0.330788136,0.281367573,0.062809756,0,0.309593168,0.058015504
0.037437309,0.030062918,0.05422861,0.049610442,0.052006494,0.010289474,0.038693232,0.087773013,0.055275229,0.072177083,0.049739837,0.065913559,0.039290534,0.128970732,0.09210101,0.011718944,0.054104651
0.013834862,0.0022249,0,0,0,0,0.000589107,0,0,0.040885417,0,0,0.009487915,0.005970732,0,0,0.33653876
0.021785933,0.044178046,0.011275401,0.023651941,0.008681818,0.007878947,0.018018422,0.030504184,0.027196649,0.010286458,0.030593496,0.025188136,0.03532427,0.050156098,0.110424242,0.047018634,0.014085271
0,0.002488621,0,0,0,0,0,0,0.000604707,0,0,0,0.01465005,0.012970732,0,0,0.203
1.784051988,0.356776439,0.282802139,0.089475234,0.053051948,0.175463158,0.253114537,0.295403766,0.216159553,0.09484375,0.149552846,0.189662712,0.234976838,0.186473171,0.018691919,0.072650621,0.100693798
0.016464832,0.019946452,0.052451872,0.037619813,0.013441558,0.010178947,0.026625951,0.009942469,0.004286797,0.007864583,0,0.004515254,0.011479355,0.015717073,0.040848485,0.018177019,0.007542636
0.042327217,0.043049531,0.040677807,0.013414993,0.021181818,0.022515789,0.023880657,0.040508368,0.03298564,0.032526042,0.057691057,0.036359322,0.020416918,0.088887805,0.03589899,0.013484472,0.015232558
0.082993884,0.070176707,0.013950535,0.053601071,0,0,0.052627954,0.052538703,0.03441803,0.017526042,0.083162602,0.036227119,0.072693857,0.07295122,0.016636364,0.055349379,0.010744186
0,0.027744311,0.156446524,0.023680054,0.053090909,0.009626316,0.003990388,0.784768828,0.93066414,0.83175,0.057300813,0.341508475,0.25261279,0.048019512,0.007621212,0.134981366,0.130984496
0.02340367,0.028365462,0.002794118,0.029021419,0,0.012857895,0.018584301,0.008858787,0.010082968,0.006822917,0.039552846,0.027986441,0.035821752,0.063804878,0.051333333,0.038208075,0.081069767
0,0.024539491,0.002882353,0.047911647,0,0.006152632,0.002496195,0.065476987,0.026840447,0,0,0.226776271,0.208527694,0.059487805,0,0.255841615,0
0.233782875,0.296649264,0.229794118,0.213480589,0.181850649,0.110257895,0.280884662,0.19858159,0.186633825,0.219614583,0.413154472,0.221630508,0.179913897,0.374536585,0.362606061,0.221706522,0.535158915
0.67683792,0.13324498,0.002382353,0.053635877,0.076746753,0.038721053,0.075850621,0.119595188,0.097338253,0.032484375,0.14298374,0.098683051,0.345355488,0.198853659,0.069585859,0.075889752,0.060073643
0.011920489,0.024959839,0.002877005,0.009832664,0,0,0.009847417,0.005021967,0.006278819,0,0.145325203,0.013742373,0.01610574,0.021707317,0.008439394,0.029557453,0.015244186
0.010492355,0.008534137,0.005898396,0,0,0,0.001057269,0.003850418,0.003430794,0.006442708,0,0.002755932,0.007246727,0.018302439,0,0.003618012,0
0.020779817,0.007257028,0,0,0,0,0.006059672,0.001072176,0.000562026,0,0.02595935,0.003627119,0,0,0,0.008635093,0
0.010697248,0.035401606,0,0.00613253,0.012857143,0,0.003954345,0.018706067,0.006001994,0.01465625,0,0.017077966,0.045183787,0.051107317,0,0.077998447,0
0.033547401,0.026563588,0,0.041017403,0,0,0.015736484,0.030725941,0.016595134,0.017791667,0.035146341,0.052623729,0.038558409,0.021034146,0,0.036880435,0
0,0.002171352,0,0.007440428,0,0,0.000537845,0.003705021,0.004197447,0,0,0.007810169,0.011459215,0,0.007075758,0.003552795,0
0,0.002336011,0,0,0,0,0,0.01125523,0.032331073,0.010697917,0.013780488,0.008161017,0.003786506,0,0,0,0
0.015394495,0.017322624,0.073612299,0.044986613,0.060915584,0.063289474,0.038835002,0.119720711,0.105399282,0.178989583,0.073317073,0.072208475,0.054149043,0.021512195,0.081535354,0.021487578,0.013325581
0.023406728,0.00578581,0.048149733,0.046111111,0.017396104,0,0.02629155,0.216485356,0.184171919,0.278046875,0.050463415,0.084159322,0.018032729,0.004717073,0.238217172,0.006799689,0.077639535
0.02753211,0.008401606,0.002973262,0.006349398,0.008772727,0,0.01618302,0.010307531,0.007174312,0.006151042,0.011853659,0.011733898,0.013678751,0.01817561,0,0.009720497,0
0.021617737,0.012963855,0.041867647,0.010369478,0.010701299,0.023478947,0.043537845,0.004958159,0.010045074,0.004875,0.033113821,0.012894915,0.015556395,0.377736585,0.013838384,0.011454969,0
0.266724771,0.212623829,0.08340107,0.257322624,0.110123377,0.078094737,0.195134161,0.136685146,0.104226167,0.1428125,0.219569106,0.145357627,0.167117825,0.131331707,0.275515152,0.111263975,0.124848837
0.100892966,0.062291834,0.030009358,0.065655957,0.074831169,0.0815,0.102663997,0.018951883,0.027806941,0.032463542,0.054105691,0.05189661,0.035243202,0.050160976,0.14639899,0.069360248,0.05498062
0.39370948,0.154776439,0.542832888,0.198619813,0.118837662,0.529063158,0.418110132,0.214506276,0.170296769,0.194979167,0.49295122,0.209086441,0.091367069,0.228795122,0.170489899,0.071987578,0.207310078
0.013464832,0.014825971,0.019858289,0.002606426,0,0,0.007912695,0.020551255,0.009157559,0.007760417,0.033756098,0.011767797,0.018706949,0.040629268,0,0.030341615,0
0.347055046,0.565914324,0.195737968,0.856708166,1.200980519,0.218805263,0.397092911,0.298539749,0.239640606,0.412536458,0.483203252,0.882149153,0.4980428,0.364536585,1.569585859,0.568754658,0.487542636
0.035853211,0.120282463,0.162457219,0.107246319,0.097857143,0.484789474,0.09420825,0.170259414,0.186700439,0.162947917,0.014926829,0.215577966,0.07933283,0.005429268,0.049247475,0.012627329,0.068837209
0.123492355,0.069812584,0.08594385,0.088589023,0.074818182,0.020952632,0.049621546,0.081120293,0.073483845,0.086015625,0.106569106,0.082744068,0.065027694,0.022365854,0.068525253,0.083368012,0.075693798
0,0.015900937,0,0.002759036,0,0,0.00076652,0.074149582,0.003215796,0,0,0,0.070850453,0,0,0.095571429,0
0.071272171,0.034303882,0.017165775,0.038313253,0,0.031831579,0.074854225,0.013794979,0.027318309,0.01971875,0.020105691,0.005322034,0.053250252,0.05842439,0,0.024663043,1.276829457
0,0.033646586,0,0,0,0,0.000665198,0.007096234,0.005279218,0,0,0,0.016004028,0.021434146,0,0.027736025,0.019844961
0.013917431,0,0,0.038002677,0,0,0.007462155,0,0.010512964,0.037703125,0,0.005579661,0.001850957,0,0,0,0
0.524629969,0.255519411,0.345909091,0.260477912,0.11275974,0.298410526,0.402157789,0.341623431,0.309234144,0.298208333,0.55895122,0.270179661,0.195989426,0.435892683,0.14390404,0.194812112,0.219120155
0.009752294,0.003633199,0.005596257,0.033686747,0.048396104,0.010042105,0.004543452,0.041463389,0.069360989,0.037994792,0.014317073,0.015352542,0.023222558,0,0.008085859,0.005506211,0.008209302
0.024776758,0.035914324,0.02427139,0.039174029,0.060409091,0.007731579,0.020478574,0.00699477,0.007819306,0.003604167,0.093585366,0.028652542,0.015791541,0.019312195,0.033944444,0.024060559,0.007364341
0.022724771,0.036269076,0.041874332,0.037125837,0.021948052,0.031826316,0.030152984,0.034751046,0.029055844,0.015317708,0,0.037508475,0.015199899,0.033546341,0.038676768,0.004037267,0.014356589
0,0.030451138,0,0.002930388,0,0,0.007039648,0.002465481,0.005842042,0,0,0,0.006839376,0.334995122,0,0.011868012,0
0.042070336,0.026852744,0,0.009717537,0,0,0.006227473,0.017851464,0.014634224,0.039427083,0.059186992,0.001811864,0.08152568,0.074985366,0,0.006995342,0.047372093
0.049859327,0.06156091,0.065314171,0.150370817,0.047103896,0.033457895,0.102640769,0.136676778,0.151653769,0.185088542,0.240821138,0.117330508,0.044367069,0.024941463,0.026813131,0,1.132748062
0.065058104,0.044420348,0.038097594,0.028156627,0,0.024942105,0.060200641,0.038995816,0.026948544,0.036229167,0.083674797,0.027601695,0.035578046,0.094765854,0.006515152,0.049787267,0
1.151718654,1.978752343,0.14117246,0.134829987,0.042012987,0.027247368,1.051909892,0.54839749,0.247980056,0.351140625,0.797430894,0.239337288,1.016353474,1.999819512,0.36969697,1.122928571,0.217003876
0.005045872,0.00330656,0,0.006627845,0,0,0.005506207,0.010040795,0.006786598,0,0,0.002176271,0.001700403,0.008995122,0,0.002302795,0
0,0,0.002957219,0.061447122,0.03037013,0,0.001043252,0,0.001779817,0,0,0.060710169,0.003721551,0,0,0,0.031848837
0.078972477,0.109457831,0,0.248983936,0.051123377,0.011684211,0.03853304,0.010830544,0.014212206,0.049635417,0.195495935,0.284171186,0.06145569,0.065585366,0.024181818,0.132588509,0.235620155
